temp,motion,sound,vibescore
19.59,0.0,0.25,0.23
20.12,0.0,0.16,0.0
19.57,0.0,0.11,0.1
20.4,0.0,0.12,0.16
19.96,0.06,0.16,0.07
20.41,0.03,0.05,0.11
19.94,0.0,0.1,0.06
20.2,0.0,0.19,0.17
19.9,0.0,0.24,0.19
20.21,0.04,0.11,0.12
20.29,0.03,0.07,0.03
20.25,0.11,0.21,0.13
19.83,0.0,0.32,0.14
20.1,0.01,0.13,0.09
19.9,0.04,0.25,0.19
19.64,0.0,0.2,0.33
20.08,0.0,0.17,0.11
20.11,0.0,0.15,0.06
20.18,0.04,0.18,0.07
20.42,0.05,0.12,0.39
20.24,0.0,0.19,0.13
20.5,0.0,0.23,0.27
20.6,0.0,0.18,0.03
19.81,0.0,0.32,0.13
20.69,0.0,0.25,0.02
19.74,0.04,0.24,0.2
20.55,0.07,0.2,0.12
19.44,-0.0,0.13,0.22
19.97,0.0,0.13,0.1
20.8,0.0,0.18,0.14
20.87,0.0,0.01,0.14
20.46,0.0,0.2,0.02
19.4,0.0,0.14,0.26
20.0,0.0,0.2,0.2
19.6,0.01,0.05,0.18
20.19,0.0,0.13,0.0
19.37,0.05,0.2,0.1
20.3,0.06,0.22,0.16
20.0,0.0,0.18,0.04
19.58,0.1,0.17,0.04
20.37,0.0,0.17,0.26
20.52,-0.0,0.27,0.07
19.86,0.0,0.21,0.3
20.09,0.03,0.24,-0.0
20.75,0.0,0.22,0.06
20.41,0.0,0.19,0.22
20.05,0.02,0.14,0.07
19.78,0.0,0.4,0.2
19.9,0.01,0.24,0.13
19.46,0.09,0.16,-0.0
20.14,0.0,0.13,0.18
19.62,0.11,0.12,0.25
20.45,0.0,0.08,0.19
20.02,0.08,0.12,0.21
20.05,0.0,0.27,0.1
20.5,0.02,0.18,0.12
19.96,0.0,0.18,0.06
20.4,0.02,0.14,0.03
20.23,0.0,0.19,0.08
20.59,0.1,0.13,0.09
19.42,-0.0,0.04,0.0
20.4,0.01,0.19,0.11
19.41,0.0,0.24,0.14
20.49,0.0,0.25,0.33
19.88,0.04,0.17,0.12
19.96,0.01,0.13,0.09
20.26,0.02,0.14,0.06
19.28,0.02,0.15,0.18
19.79,0.04,0.22,0.0
20.21,0.0,0.15,0.1
20.15,0.0,0.17,0.1
20.48,0.0,0.25,0.24
19.86,0.0,0.2,0.08
19.78,0.1,0.23,0.03
19.6,0.0,0.19,0.12
20.29,0.09,0.2,0.08
20.3,0.0,0.18,0.0
20.66,0.0,0.19,0.1
20.59,0.05,0.24,0.24
20.83,0.0,0.1,0.11
20.27,0.01,0.15,0.11
19.74,0.11,0.11,0.14
19.97,0.0,0.13,0.16
19.4,0.06,0.24,0.0
20.58,0.06,0.15,0.26
19.7,0.0,0.15,0.14
19.98,0.03,0.18,0.0
19.57,0.0,0.22,0.2
19.33,0.02,0.18,0.04
19.97,0.0,0.25,0.19
19.28,0.0,0.2,0.09
19.87,0.0,0.19,0.16
20.37,0.0,0.16,0.01
21.06,0.0,0.05,0.23
19.8,0.09,0.1,0.15
20.2,0.02,0.15,0.15
19.82,0.04,0.19,0.25
20.37,-0.0,0.14,0.0
19.48,0.05,0.16,0.2
19.55,0.0,0.16,0.23
19.74,0.0,0.24,0.16
20.21,0.03,0.17,0.14
20.1,-0.0,0.16,0.09
19.96,0.0,0.15,0.21
20.63,0.0,0.25,0.15
19.61,0.02,0.24,0.18
20.11,0.0,0.15,0.1
19.72,0.06,0.16,0.34
19.73,0.03,0.16,0.0
20.03,0.0,0.32,0.13
20.18,0.06,0.24,0.0
19.3,0.0,0.26,0.13
19.6,0.04,0.12,0.02
20.38,0.0,0.21,0.14
20.28,0.02,0.26,0.27
20.42,0.0,0.12,0.19
19.75,0.0,0.2,0.11
19.17,0.03,0.06,0.25
19.24,0.0,0.27,0.21
19.63,0.0,0.14,0.08
19.87,0.0,0.26,0.08
19.28,0.0,0.13,0.14
19.35,0.01,0.19,0.23
20.0,0.0,0.3,0.21
20.55,0.03,0.33,0.06
18.89,0.0,0.14,0.27
20.66,0.0,0.11,0.19
19.51,0.0,0.17,0.07
19.57,0.09,0.09,0.14
20.71,0.0,0.19,0.14
20.27,0.0,0.26,0.15
20.24,0.08,0.19,0.09
20.25,0.0,0.17,0.1
20.24,0.05,0.2,0.07
20.19,0.03,0.26,0.23
19.73,0.02,0.29,0.19
19.7,-0.0,0.19,0.17
20.1,0.04,0.14,0.02
20.27,0.0,0.14,0.1
20.51,0.0,0.06,0.12
19.14,0.0,0.34,0.14
20.73,0.06,0.11,0.11
19.35,0.0,0.21,0.11
19.39,0.0,0.37,0.02
20.92,0.0,0.2,0.13
19.45,0.0,0.24,0.13
20.07,0.0,0.3,0.19
20.87,0.03,0.32,0.02
19.88,0.0,0.22,0.07
20.23,0.08,0.22,0.0
20.89,0.0,0.1,0.09
20.24,-0.0,0.05,0.33
19.98,0.0,0.21,0.04
20.2,0.07,0.18,0.2
20.62,0.0,0.24,0.21
20.43,0.0,0.14,0.09
21.23,0.0,0.11,0.15
20.52,0.0,0.16,0.24
19.67,0.0,0.21,0.23
20.67,0.0,0.02,0.08
20.07,0.09,0.26,0.18
20.1,0.06,0.19,0.01
20.17,0.03,0.17,0.15
19.58,0.0,0.18,0.22
20.78,0.04,0.1,0.02
19.8,0.0,0.24,0.02
19.85,0.01,0.15,0.24
19.49,0.0,0.11,0.2
20.01,0.0,0.18,0.11
19.99,0.0,0.13,0.16
19.67,0.0,0.2,0.29
19.41,0.0,0.17,0.18
19.63,0.0,0.15,0.0
20.77,0.0,0.11,0.06
20.51,0.04,0.16,0.13
19.42,0.0,0.15,0.11
19.95,0.0,0.2,0.16
19.93,0.0,0.23,0.22
20.63,-0.0,0.14,0.0
19.96,0.04,0.18,0.09
20.38,0.0,0.17,0.12
19.84,0.0,0.22,0.15
20.6,0.0,0.21,0.19
20.28,0.0,0.17,0.19
20.91,0.09,0.19,0.01
20.67,0.08,0.19,0.13
19.81,0.0,-0.0,0.14
19.96,0.0,0.09,0.08
20.04,0.0,0.19,0.18
20.73,0.03,0.16,0.22
19.55,0.04,0.15,0.1
20.1,0.03,0.03,0.09
21.52,0.0,0.24,0.12
19.88,0.0,0.16,0.01
19.35,0.0,0.12,0.13
20.89,0.0,0.23,0.08
20.3,0.0,0.2,0.16
20.52,0.03,0.16,0.35
19.53,0.08,0.14,0.13
20.26,0.0,0.13,0.03
19.83,0.0,0.3,0.0
20.65,0.0,0.13,0.16
19.58,0.01,0.14,0.06
19.98,0.0,0.13,0.13
19.91,0.0,0.2,0.0
20.36,0.0,0.24,0.09
19.1,0.05,0.21,0.22
20.5,0.03,0.11,0.0
19.76,0.0,0.13,0.1
20.33,0.0,0.14,0.16
20.3,0.0,0.2,0.09
20.31,0.03,0.06,0.12
20.32,0.0,0.21,0.05
19.82,0.03,0.22,0.11
20.09,0.0,0.17,0.08
20.55,0.06,0.18,0.11
19.97,0.0,0.1,0.25
19.94,0.0,0.13,-0.0
20.29,0.0,0.16,0.02
19.09,0.0,0.03,0.22
19.78,0.02,0.09,0.0
19.3,-0.0,0.13,0.04
20.52,0.03,0.04,0.15
20.52,0.0,0.23,0.04
20.55,0.0,0.12,0.07
19.88,0.0,0.19,0.16
20.34,0.0,0.2,0.0
19.2,0.0,0.11,0.15
20.23,0.07,0.18,0.03
20.01,0.0,0.12,0.07
20.69,0.02,0.14,0.1
19.57,0.0,0.04,0.16
19.25,-0.0,0.18,0.03
20.03,-0.0,0.24,0.04
20.15,0.0,0.17,0.02
20.55,0.0,0.16,0.09
19.75,0.02,0.23,0.09
19.9,0.0,0.2,0.36
19.94,0.0,0.16,-0.0
19.62,0.02,0.12,0.07
19.94,0.05,0.1,0.09
20.16,0.04,0.21,0.0
19.87,0.0,0.23,0.04
20.55,0.0,0.16,0.04
19.55,0.0,0.17,0.12
19.82,0.0,0.16,0.0
19.7,0.0,0.15,0.11
19.76,0.0,0.24,0.12
20.23,0.04,0.18,0.11
19.6,0.04,0.21,0.2
20.57,0.04,0.2,0.18
19.3,0.0,0.16,0.03
20.37,0.0,0.16,0.06
19.38,0.0,0.17,0.04
19.93,0.0,0.17,0.02
19.77,0.0,0.09,0.12
20.93,0.02,0.27,0.17
19.76,0.0,0.21,0.21
20.73,0.04,0.09,0.17
19.44,0.0,0.15,0.08
20.08,0.0,0.06,0.14
20.66,0.04,0.19,0.18
20.01,0.0,0.22,0.23
20.24,0.0,0.19,0.13
19.51,0.0,0.11,0.21
19.71,0.01,0.14,0.12
20.19,0.04,0.23,0.19
20.5,0.0,0.25,0.23
20.68,0.0,0.25,0.1
19.48,0.0,0.17,0.23
20.15,0.0,0.13,0.07
20.69,0.01,0.2,0.12
19.52,0.0,0.26,0.04
20.05,0.01,0.15,0.15
20.54,0.0,0.26,0.0
20.1,0.05,0.16,0.19
19.78,0.0,0.12,0.01
19.45,0.03,0.17,0.09
20.16,0.0,0.25,0.0
20.11,0.0,0.15,0.02
19.91,0.0,0.11,0.08
20.09,0.04,0.17,0.24
18.63,0.0,0.18,0.17
19.76,0.03,0.01,0.03
19.35,0.0,0.21,0.05
21.31,0.0,0.17,0.31
20.5,0.06,0.19,0.12
20.43,0.0,0.12,0.26
20.65,0.0,0.14,0.0
19.53,0.03,0.12,0.0
19.43,0.08,0.17,0.21
19.54,0.01,0.14,0.02
19.52,0.0,0.07,0.19
19.33,0.11,0.13,0.05
19.36,0.04,0.19,0.28
19.99,0.0,0.02,0.28
19.04,0.0,0.22,0.1
20.03,0.0,0.28,0.1
20.55,0.0,0.11,0.13
20.32,0.0,0.14,0.1
19.88,0.0,0.19,0.19
19.87,0.05,0.13,0.08
19.42,0.0,0.19,0.02
21.0,0.04,0.19,0.16
20.22,0.0,0.07,0.03
19.93,0.0,0.14,0.16
20.86,0.04,0.12,0.13
20.05,0.0,0.11,0.2
19.74,0.0,0.21,0.05
19.73,0.0,0.2,0.13
19.83,0.0,0.26,0.0
20.14,0.0,0.17,0.17
19.97,0.06,0.17,0.13
19.93,0.05,0.17,0.03
19.2,0.0,0.15,0.2
18.87,0.0,0.11,0.08
20.62,0.0,0.21,0.13
21.07,0.03,0.2,0.17
20.57,0.0,0.05,0.28
20.55,0.03,0.19,0.04
19.52,0.07,0.1,0.01
20.54,0.05,0.34,0.21
20.32,0.0,0.15,0.2
20.04,0.0,0.23,0.09
20.41,0.0,0.14,0.17
19.58,0.01,0.21,0.08
20.27,0.0,0.23,0.15
19.8,0.0,0.12,0.08
20.79,0.0,0.3,0.2
20.32,-0.0,0.22,0.15
20.79,0.03,0.2,0.11
19.19,0.0,0.04,0.11
19.46,0.01,0.21,0.11
20.12,0.0,0.14,0.01
20.33,0.0,0.21,0.08
20.35,0.05,0.26,0.0
20.24,0.0,0.18,0.06
20.63,0.07,0.18,0.0
19.78,0.02,0.17,0.04
19.64,0.08,0.28,0.13
19.74,0.0,0.21,0.08
19.91,0.1,0.14,0.1
19.67,0.03,0.09,0.21
20.0,0.0,0.17,0.25
19.69,0.05,0.09,0.12
20.27,0.0,0.18,0.07
20.23,0.0,0.13,0.1
21.42,0.01,0.2,0.18
20.01,0.02,0.11,0.0
19.76,0.0,0.28,0.3
19.55,0.03,0.18,0.12
20.29,0.01,0.27,0.04
20.25,0.0,0.2,0.03
19.53,0.01,0.25,0.09
20.04,0.0,0.28,0.12
20.51,0.0,0.2,0.18
20.03,0.02,0.31,0.06
20.26,0.04,0.16,0.16
20.36,0.1,0.1,0.0
20.6,0.03,0.26,0.16
19.66,0.07,0.12,0.17
19.62,0.05,0.1,0.04
20.42,0.02,0.24,0.0
19.95,0.0,0.27,0.09
20.18,0.01,0.08,0.05
20.1,-0.0,0.1,0.06
20.16,0.0,0.25,0.0
20.17,0.02,0.16,0.17
19.33,0.03,0.16,0.13
20.01,0.01,0.24,0.15
20.37,0.0,0.22,0.0
19.37,0.07,0.19,0.13
20.41,0.0,0.16,0.01
20.8,-0.0,0.15,0.24
20.51,0.04,0.13,0.26
19.33,0.0,0.03,0.02
20.82,0.06,0.21,0.07
19.31,0.0,0.15,0.0
21.18,0.02,0.13,0.22
19.5,0.0,0.15,0.0
20.75,0.0,0.08,0.22
19.93,0.0,0.2,0.07
19.73,0.0,0.22,0.05
20.09,0.0,0.11,0.03
20.28,0.0,0.02,0.25
19.69,0.0,0.23,0.1
20.31,0.11,0.1,0.26
19.36,0.04,0.19,0.04
20.04,0.0,0.18,0.18
19.67,0.0,0.2,0.16
20.18,-0.0,0.24,-0.0
20.06,0.01,0.06,0.06
20.25,0.0,0.15,0.05
19.62,0.06,0.22,0.04
21.37,0.0,0.24,0.02
20.62,0.0,0.24,0.2
20.15,0.0,0.24,0.03
19.87,0.04,0.12,0.05
20.7,0.0,0.13,0.14
21.38,0.0,0.14,0.15
20.47,0.07,0.29,0.07
20.05,0.0,0.09,0.18
20.08,0.1,0.18,0.05
20.19,0.0,0.23,0.11
18.74,0.0,0.11,0.02
20.51,0.08,0.22,0.0
20.1,0.01,0.22,-0.0
19.78,0.0,0.08,0.15
19.71,0.0,0.17,0.09
19.2,0.04,0.16,0.07
20.42,0.0,0.17,0.18
19.7,0.01,0.23,0.02
20.27,0.0,0.07,0.05
21.11,0.0,0.13,0.05
19.92,0.0,0.34,0.14
20.12,0.02,0.12,0.0
19.46,0.0,0.14,0.04
19.9,0.0,0.26,0.1
20.97,0.0,0.19,0.0
19.61,0.01,0.2,0.0
19.33,0.03,0.22,0.03
19.9,0.11,0.31,0.0
20.07,0.0,0.24,0.05
19.68,0.0,0.14,0.15
20.7,0.02,0.25,0.18
19.71,0.0,0.16,0.11
19.36,0.01,0.07,0.15
19.76,0.0,0.13,0.03
19.53,0.04,0.15,0.23
19.86,0.0,0.15,0.15
20.22,0.0,0.22,0.0
20.39,0.01,0.25,0.21
20.86,0.0,0.27,0.05
20.52,0.0,0.15,0.09
20.01,-0.0,0.2,0.21
19.97,0.0,0.22,0.25
21.06,0.0,0.22,0.19
19.53,0.0,0.13,0.02
19.47,0.02,0.14,0.07
20.5,0.04,0.16,0.18
19.65,0.0,0.14,0.1
19.23,0.0,0.19,0.04
19.6,0.0,0.04,0.22
19.63,0.02,0.22,0.0
20.35,0.02,0.17,0.05
19.54,0.0,0.31,0.27
20.53,0.0,0.19,0.15
20.2,0.0,0.21,0.02
20.85,0.0,0.32,-0.0
19.98,0.0,0.18,0.09
19.91,0.0,0.3,0.02
20.79,0.02,0.15,0.0
19.73,0.09,0.25,0.01
19.88,0.0,0.2,0.06
19.1,0.01,0.32,0.01
20.78,-0.0,0.19,0.08
20.99,0.0,0.03,0.01
20.42,0.04,0.16,0.18
20.25,0.05,0.22,0.26
20.79,0.05,0.14,0.18
21.02,0.07,0.2,0.02
20.67,0.0,0.13,0.2
19.89,0.0,0.19,0.1
20.01,0.0,0.05,0.05
20.27,0.0,0.32,0.18
20.39,0.03,0.14,0.2
19.04,0.0,0.1,0.1
20.81,0.0,0.19,0.0
20.11,0.09,0.14,0.05
19.26,0.01,0.09,0.06
19.79,0.0,0.21,0.04
19.97,0.0,0.24,0.34
20.46,0.01,0.21,0.2
20.38,0.0,0.19,0.13
20.19,0.03,0.04,0.17
19.56,0.01,0.18,0.26
20.77,0.09,0.27,0.12
20.21,0.09,0.22,0.03
20.56,0.0,0.19,0.0
20.23,0.01,0.21,0.08
20.61,0.0,0.26,0.15
19.92,0.0,0.15,0.27
20.33,0.0,0.13,0.12
20.12,-0.0,0.21,0.02
19.78,0.0,0.01,0.05
19.89,0.0,0.21,0.16
20.43,0.01,0.12,0.0
19.69,0.0,0.13,0.19
20.68,0.0,0.15,0.0
19.11,0.02,0.29,0.29
20.26,0.0,0.12,0.23
19.76,0.0,0.26,0.02
20.44,0.0,0.11,0.02
