temp,motion,sound,vibescore
18.8,0.1,0.0,0.0
18.81,0.09,0.55,0.1
18.77,0.11,0.3,0.06
18.87,0.12,0.77,0.05
18.5,0.15,0.0,0.0
18.94,0.26,0.0,0.19
19.03,0.21,0.08,0.1
19.57,0.29,0.64,0.1
18.46,0.12,0.0,0.13
19.79,0.08,0.0,0.07
18.14,0.11,1.13,0.13
19.56,0.0,0.45,0.18
18.89,0.02,0.0,0.19
18.51,0.28,0.0,0.0
19.2,0.17,0.46,0.0
18.51,0.22,1.18,0.09
18.95,0.26,0.92,0.27
19.52,0.12,1.47,0.08
18.47,0.11,0.0,0.07
18.72,0.11,1.02,0.06
18.62,0.11,0.17,0.07
19.07,0.05,0.21,0.11
18.91,0.11,0.0,0.15
19.18,0.22,0.0,0.03
18.93,0.16,0.0,0.08
18.33,0.25,0.0,0.11
18.78,0.03,0.0,0.03
19.55,0.41,0.0,0.22
17.85,0.15,0.0,0.22
19.33,0.05,1.07,0.16
19.43,0.07,0.0,0.01
18.85,0.15,0.61,0.0
19.06,0.04,0.46,0.02
19.21,0.0,0.42,0.04
18.75,0.14,1.45,0.0
18.95,0.22,1.09,0.02
17.89,0.07,0.24,0.11
19.25,0.08,0.47,0.15
18.3,0.17,0.0,0.33
18.44,0.36,0.19,0.09
18.57,0.22,0.67,0.08
18.98,0.15,0.0,0.07
18.8,0.09,0.01,0.14
18.46,0.12,0.0,0.04
18.88,0.23,0.32,0.04
18.56,0.1,0.88,0.13
18.7,0.08,0.0,0.16
18.64,0.09,0.47,0.19
18.76,0.17,0.0,0.0
18.74,0.0,0.31,0.15
19.09,0.11,0.18,0.0
19.05,0.09,0.87,0.09
18.91,0.19,0.37,0.15
19.23,0.21,0.98,0.1
19.11,0.24,0.51,0.13
18.8,0.01,0.22,0.08
18.62,0.25,0.77,0.12
19.3,0.15,0.35,0.1
18.73,0.21,0.0,0.12
19.14,0.22,0.57,0.33
18.66,0.08,0.28,-0.0
19.16,-0.0,0.1,0.06
18.42,0.23,0.31,0.17
19.63,0.01,0.39,0.25
18.55,0.29,0.87,0.1
19.23,0.0,0.31,0.03
18.39,0.14,0.38,0.07
18.87,0.07,1.02,0.14
19.11,0.2,0.34,0.0
19.41,0.24,0.31,0.08
18.68,0.04,0.55,0.16
19.13,0.3,0.75,0.06
18.67,0.17,0.0,0.22
17.88,0.19,0.35,0.08
19.27,0.06,0.43,0.0
18.61,0.1,0.52,0.11
19.1,0.12,0.63,0.08
18.55,0.21,0.6,0.03
18.97,0.02,0.73,0.12
18.62,0.13,1.41,0.22
18.83,0.17,0.6,0.1
18.98,0.16,0.0,0.11
18.49,0.11,0.41,0.08
19.87,0.16,0.0,-0.0
18.36,0.15,0.0,0.0
18.75,0.22,0.28,0.1
18.73,0.22,0.89,0.02
18.94,-0.0,0.3,0.12
18.27,0.38,0.15,0.09
19.42,0.19,1.61,0.0
19.39,0.0,0.0,0.07
19.04,0.14,1.01,0.05
18.29,0.25,0.34,0.12
18.45,0.18,0.11,0.06
18.17,0.26,0.26,0.1
18.75,0.04,0.0,0.12
18.19,0.03,0.44,0.05
19.16,0.15,1.31,0.17
18.68,0.19,0.72,0.0
18.87,0.26,1.02,0.17
18.48,0.1,0.59,0.02
18.07,0.19,0.0,0.03
18.96,0.04,0.76,0.17
18.54,0.24,0.57,0.08
18.27,0.29,0.15,0.07
19.1,0.07,0.59,0.04
19.14,0.0,0.0,0.0
18.28,0.14,1.28,0.1
19.01,0.07,0.23,-0.0
18.61,0.21,0.66,0.14
18.47,0.2,0.68,0.0
19.08,0.19,1.09,-0.0
19.07,0.18,0.0,0.12
18.75,-0.0,0.36,0.03
18.95,0.12,0.07,0.13
19.37,0.19,0.34,0.06
18.14,0.01,0.52,0.01
19.59,0.17,0.0,0.12
18.48,0.22,0.0,0.04
19.01,0.18,0.12,0.04
19.07,0.14,0.81,0.1
18.57,0.11,1.07,0.08
19.15,0.11,1.6,0.03
18.63,0.1,0.71,0.0
18.11,0.14,0.96,0.15
17.82,-0.0,0.0,0.14
18.35,0.15,0.35,0.0
18.64,0.06,0.0,0.17
18.5,0.15,1.04,0.19
18.82,0.0,0.06,0.01
18.81,0.15,0.74,0.15
19.32,0.0,0.3,0.04
19.05,0.11,0.0,0.14
18.45,0.02,0.0,0.0
18.55,0.0,1.18,0.07
19.13,0.26,0.63,0.12
19.05,0.15,0.0,0.01
18.76,0.12,0.8,0.13
18.56,0.03,0.44,0.13
18.43,0.23,0.82,0.0
18.85,0.11,0.45,0.03
18.44,0.13,0.0,0.1
19.48,0.23,1.42,0.23
19.02,0.29,0.37,0.06
19.15,0.01,0.0,0.14
18.71,0.03,0.0,0.18
18.62,0.2,0.7,0.07
18.78,0.26,0.03,0.15
18.1,0.01,0.0,0.06
18.66,0.09,0.29,0.06
18.3,0.08,0.33,0.04
18.59,0.17,0.0,0.27
18.1,0.0,0.03,0.01
19.36,0.23,0.0,0.06
18.8,0.18,1.39,0.22
18.39,0.14,0.46,0.22
19.01,0.16,0.51,0.08
17.7,0.03,0.22,0.16
18.78,0.15,0.0,0.03
19.0,0.14,0.0,0.06
18.56,0.04,0.62,0.19
18.27,0.12,0.34,0.03
19.12,0.07,0.0,0.1
18.45,0.21,0.07,0.14
18.58,0.07,1.22,0.19
19.23,0.01,1.48,0.16
18.62,0.17,0.95,0.06
18.59,0.13,0.33,0.13
18.89,0.15,0.96,0.0
19.09,0.07,1.8,0.12
19.05,0.15,0.57,0.18
18.48,0.0,0.0,0.13
18.84,0.21,0.06,0.19
19.03,0.06,0.27,0.12
18.98,0.23,0.49,0.13
18.68,0.08,0.0,0.02
19.39,0.3,0.12,0.0
19.12,0.09,0.0,0.0
19.21,0.16,0.0,0.0
18.32,0.05,0.93,0.18
18.9,0.11,1.13,0.11
18.54,0.12,1.16,0.18
19.26,0.31,0.11,0.01
18.03,0.09,0.4,0.03
18.41,0.01,0.32,0.0
17.44,0.13,0.35,0.15
18.39,0.0,1.55,0.12
18.48,0.23,0.58,-0.0
19.31,0.04,0.0,0.07
18.81,0.08,0.0,0.0
19.18,0.2,0.55,0.13
18.69,0.0,0.5,0.23
19.02,0.1,0.0,-0.0
18.84,0.02,0.19,0.18
18.82,0.14,1.06,0.09
18.21,0.08,0.0,0.18
18.87,0.05,0.7,0.03
18.41,0.18,1.13,0.07
19.14,0.08,1.43,0.09
19.4,0.17,1.55,0.21
18.75,0.18,0.71,0.04
19.33,0.12,0.0,0.14
18.86,0.09,0.18,0.04
19.21,0.02,0.0,0.27
18.82,0.11,0.61,0.12
19.08,0.2,1.37,0.08
19.21,0.18,0.62,0.12
19.11,0.23,0.49,0.15
18.82,0.46,0.64,0.03
18.77,0.05,0.0,0.16
19.06,0.04,0.98,0.0
18.94,0.14,0.0,0.28
18.2,0.15,0.49,0.12
18.79,0.01,0.33,0.11
18.58,0.12,1.1,0.02
18.81,0.22,1.05,0.15
19.33,0.12,0.32,0.16
18.48,0.09,0.49,0.17
17.5,0.24,0.33,0.0
18.42,0.14,0.04,0.04
17.94,0.14,0.74,0.04
19.04,0.04,0.48,0.2
19.08,0.18,0.15,0.25
19.13,0.22,0.07,0.12
18.07,0.08,0.51,0.13
18.96,0.2,0.48,0.0
19.22,0.04,0.73,0.09
19.1,0.0,0.45,0.19
18.43,0.3,1.0,0.05
17.5,0.07,0.89,0.2
18.51,0.24,1.7,0.21
19.72,0.16,0.56,0.12
18.39,0.02,0.78,0.09
19.36,0.17,0.44,0.16
18.85,0.09,0.65,0.09
19.26,0.22,0.17,0.16
17.94,0.15,0.0,0.16
18.42,0.2,1.51,0.14
18.66,-0.0,0.0,0.15
18.65,0.0,0.75,0.17
19.23,0.21,0.93,0.14
18.66,0.27,0.62,0.14
18.62,0.13,0.59,0.18
18.57,0.03,0.36,0.0
18.25,0.05,0.66,0.16
18.21,0.18,0.95,0.0
18.76,0.11,0.0,0.19
19.58,0.0,0.5,0.07
18.8,0.19,0.79,0.0
18.69,0.21,0.0,0.18
18.75,0.04,0.0,0.08
18.16,0.14,0.2,0.04
18.71,0.12,0.51,0.19
18.53,0.15,0.4,0.19
18.69,0.15,1.03,0.14
18.14,0.28,0.62,0.04
19.48,0.11,0.72,0.07
19.12,0.21,0.6,0.0
18.92,0.19,0.0,0.2
18.79,0.02,0.3,0.11
18.25,0.19,1.39,0.05
18.16,0.15,0.0,0.05
18.31,0.04,0.56,0.15
18.99,0.08,1.32,-0.0
18.74,0.22,1.01,0.03
18.98,0.18,0.23,0.05
18.57,0.19,0.49,0.07
19.05,0.14,0.0,0.0
18.72,0.11,0.73,0.1
18.17,0.17,0.0,0.02
18.52,0.26,0.0,0.25
19.34,0.31,0.49,0.1
18.28,0.09,0.43,0.24
18.56,0.19,0.46,0.12
17.97,0.31,0.98,0.11
18.56,0.25,0.24,0.16
19.58,0.17,0.02,0.15
19.07,0.19,0.0,0.11
18.31,0.15,0.0,0.15
18.58,0.15,0.61,0.12
17.98,0.19,0.31,0.12
19.0,0.16,1.34,0.07
19.67,0.04,0.88,0.07
18.94,0.12,0.95,0.06
18.46,0.23,0.16,0.0
19.27,0.11,0.69,0.08
18.78,0.05,0.0,0.23
18.22,0.17,0.0,0.15
18.85,0.14,0.0,0.09
18.89,0.13,0.97,0.15
18.98,0.3,0.0,0.14
19.09,0.0,0.96,0.14
18.57,0.13,1.01,0.06
18.84,0.1,0.0,0.06
18.11,0.07,0.47,0.13
18.31,0.14,1.86,0.23
18.19,0.13,0.63,0.07
19.17,0.15,0.15,0.05
18.36,0.0,0.77,0.16
18.61,0.0,0.48,0.19
18.87,0.15,1.33,0.0
18.32,0.19,0.0,0.22
18.03,0.1,0.93,0.13
18.11,0.06,0.04,0.03
19.16,0.14,1.28,0.08
18.33,0.05,0.0,0.28
18.32,0.22,0.68,0.09
18.19,0.17,0.64,0.0
18.91,0.13,0.65,-0.0
18.05,0.08,0.0,0.09
19.5,0.31,0.99,0.12
18.91,0.06,0.0,0.08
17.88,0.12,0.0,0.02
18.04,0.23,0.56,0.0
19.06,0.08,1.34,0.07
18.2,0.25,0.0,0.12
18.4,0.01,0.0,0.0
18.97,0.13,0.92,0.08
18.63,0.08,0.55,0.02
19.18,0.0,0.11,0.17
18.73,0.06,0.0,0.08
18.03,0.13,0.27,0.11
18.59,0.08,0.52,0.16
18.64,0.23,1.11,0.19
18.42,-0.0,0.63,0.22
18.9,0.22,0.0,0.08
18.41,0.11,1.26,0.12
18.93,0.22,0.06,0.0
18.88,0.33,0.28,0.03
18.8,0.02,0.23,0.16
18.97,0.14,1.09,0.09
18.21,0.01,1.41,0.2
18.83,0.18,0.35,0.17
18.5,0.19,1.44,0.2
18.28,0.25,1.47,0.11
17.94,0.21,-0.0,0.11
18.94,0.0,0.57,0.13
19.21,0.0,0.44,0.05
19.82,0.2,0.19,0.07
19.57,0.04,0.03,0.02
18.79,0.09,0.27,0.11
18.05,0.04,0.13,0.12
19.93,0.16,0.0,0.1
18.67,0.09,0.06,0.0
18.37,0.0,0.72,0.06
18.21,0.23,0.15,0.04
19.36,0.21,0.38,0.21
17.92,0.28,0.33,0.16
19.47,0.16,0.0,0.21
19.06,0.15,0.32,0.06
19.16,0.21,0.11,0.09
18.83,0.04,0.11,0.19
19.18,0.18,1.46,0.1
18.06,0.0,0.38,0.08
18.62,0.14,0.66,0.12
18.53,0.23,1.44,0.17
18.53,0.05,0.0,0.02
18.53,0.33,0.87,0.0
18.2,0.17,0.06,0.03
19.37,0.02,0.0,0.12
18.42,0.0,0.69,0.19
18.32,0.27,1.27,0.23
18.48,0.22,0.43,0.0
19.11,0.09,0.0,0.05
17.57,0.09,0.43,0.06
19.02,0.15,1.18,0.12
19.22,0.13,0.85,0.09
18.72,0.0,0.06,0.19
18.77,0.11,0.85,0.2
19.33,0.18,1.04,0.09
19.0,0.21,0.14,0.11
18.28,0.01,0.56,0.09
18.08,0.07,0.0,0.18
18.32,0.09,0.41,0.07
18.32,0.18,0.0,0.0
18.61,0.16,0.0,0.08
18.94,0.13,-0.0,0.05
18.21,0.18,0.99,0.09
18.85,0.27,0.36,0.07
18.1,0.1,0.78,0.0
17.89,0.08,0.94,0.12
18.37,0.03,0.93,0.11
18.29,0.2,1.04,0.23
18.3,0.23,0.4,0.14
19.2,0.19,0.74,0.0
19.04,0.17,0.77,0.08
18.38,0.18,0.0,0.2
18.43,0.12,0.02,0.0
18.41,0.27,0.33,0.03
18.43,0.18,0.0,0.0
19.76,0.01,0.83,0.13
18.04,0.07,0.0,0.0
18.6,0.21,1.48,0.12
19.22,0.1,1.39,0.0
18.46,0.11,0.86,0.12
18.6,0.32,0.0,0.25
17.94,0.1,1.16,0.23
18.76,0.12,0.1,0.14
18.74,0.02,0.83,0.07
17.48,0.35,0.0,0.16
18.26,0.18,0.26,0.12
18.92,0.02,1.11,0.14
18.96,0.18,0.95,0.04
18.81,0.16,0.0,0.17
19.43,0.2,0.59,0.13
17.88,0.1,0.0,0.15
19.25,0.1,0.22,0.17
18.43,0.07,0.58,0.12
19.92,0.01,0.44,0.16
18.45,0.22,0.57,0.25
18.95,0.09,0.0,0.0
18.93,0.13,0.93,0.02
18.6,0.09,0.88,0.09
19.37,0.0,0.0,0.12
18.07,0.1,0.9,0.15
18.5,0.07,1.25,0.02
18.08,0.09,0.37,0.2
18.38,0.26,0.0,0.12
18.86,0.0,0.13,0.19
18.02,0.19,0.32,0.1
19.11,0.09,0.09,0.12
18.57,0.0,0.53,0.14
18.01,0.09,0.56,0.11
18.92,0.07,1.67,0.25
18.03,0.26,1.04,0.14
18.49,0.19,0.41,0.13
19.07,0.09,0.63,0.21
18.67,0.22,0.16,0.13
18.06,0.07,0.0,0.0
19.2,0.01,0.0,0.0
18.83,0.04,0.71,0.07
18.6,0.0,0.0,0.05
19.09,0.09,0.0,0.26
18.87,0.18,0.67,0.08
17.3,0.15,0.76,0.28
18.67,0.13,0.06,-0.0
19.24,0.04,0.0,0.32
18.25,0.08,0.19,0.12
18.69,0.27,0.2,0.15
19.18,0.24,0.6,0.13
19.07,0.21,0.47,0.06
18.5,0.08,0.54,0.02
19.32,0.18,0.54,0.18
18.86,0.0,1.07,0.05
18.44,0.01,0.23,0.06
17.68,0.31,0.34,0.1
18.77,0.12,0.84,0.09
18.83,0.15,0.19,0.1
19.17,0.06,0.7,0.08
18.89,0.13,0.94,0.1
18.55,0.37,0.46,0.05
18.79,0.01,0.38,0.07
18.61,0.1,0.0,0.17
18.99,0.08,0.0,0.0
18.7,0.27,0.0,0.12
19.21,0.08,0.01,0.07
18.56,0.08,0.68,0.14
18.76,0.16,0.08,0.09
18.04,0.12,0.33,0.2
19.35,0.16,0.0,0.14
18.65,0.17,0.0,0.0
18.84,0.2,0.71,0.02
18.49,0.22,0.0,0.14
17.86,0.1,0.0,0.19
18.9,0.21,0.87,0.08
19.11,0.09,1.13,0.01
19.23,0.19,0.0,0.04
18.95,0.17,0.0,0.01
18.03,0.11,0.32,0.0
18.41,0.16,0.68,0.09
18.5,0.1,0.37,0.09
18.53,0.21,0.5,0.12
18.67,0.12,1.28,0.09
18.33,0.4,0.78,0.12
19.79,0.0,1.21,0.0
19.08,0.22,0.05,0.08
18.76,0.12,0.81,0.13
18.52,0.04,0.87,0.2
18.15,0.15,1.4,0.0
18.83,0.1,1.36,0.26
19.44,0.11,1.33,0.18
18.88,0.22,1.07,0.08
18.91,0.12,0.9,0.06
18.78,0.0,0.65,0.29
18.95,0.13,0.95,0.0
18.72,0.08,0.0,0.1
19.33,0.33,1.53,0.02
18.19,0.21,0.3,0.06
18.88,0.03,0.26,0.17
19.2,0.02,0.0,0.11
18.61,0.1,0.14,0.06
18.83,0.0,0.0,0.21
18.66,0.1,0.14,0.01
18.39,0.2,0.73,0.29
